Меня называют Капуцином;http://inostrankabooks.ru/img/book/w240/978-5-389-03932-2.jpg;Персона (Издательство «КоЛибри»);Даниил Хармс;Купить электронную книгу:&nbsp,&nbsp, Автор этой книги — фигура легендарная. Апокрифы о нем, часто расходящиеся с действительностью, известны, может быть, шире, чем написанные им произведения. Читать эти произведения иногда очень смешно, иногда очень страшно, а иногда очень скучно. Исследование их может повести к умственному расстройству. Он записывал все. И он сохранял все записанное, по крайней мере, очень многое из того, что другой и не подумал бы сохранять. И все это, за исключением произведений для детей (которые в эту книгу не входят), — не предназначал для печати.Тексты в этой книге не разбиты на разделы, а следуют в хронологическом порядке, оконченные и неоконченные вперемежку. Он весь очень разный, и у него почти нет крупных произведений. Но кажется, что при таком построении книги разрозненные тексты образуют некий макротекст, в некоторой степени восстанавливающий естественную картину хармсовского жизнетворчества.;http://inostrankabooks.ru/ru/book/19193/
Леонардо да Винчи. Загадки гения;http://inostrankabooks.ru/img/book/w240/978-5-389-12168-3.jpg;Персона (Издательство «КоЛибри»);Чарльз Николл; Перед вами самая полная биография Леонардо да Винчи, величайшего гения эпохи Возрождения. Хотя его достижения и творения на протяжении веков вызывали всеобщее восхищение, этот человек всегда оставался на удивление закрытым, что во все времена порождало многочисленные слухи и версии о его приверженности темным культам, участии в зловещих тайных обществах, причастности к величайшим секретам западной цивилизации. Его жизнь и сегодня во многом остается загадкой.Автору этой книги, Чарльзу Николлу, принадлежит множество открытий, связанных с да Винчи и его ближайшим окружением, – ему даже удалось обнаружить ранее неизвестный портрет великого художника. В своей книге, опираясь на огромное количество свидетельств современников и записные книжки самого Леонардо, автор создал потрясающее по подробности описание повседневной жизни гениального итальянца, блестяще сочетающее в себе глубину подлинного академического исследования с элементами захватывающего художественного произведения.;http://inostrankabooks.ru/ru/book/26830/
Иконы женского стиля;http://inostrankabooks.ru/img/book/w240/978-5-389-07639-6.jpg;Век моды (Издательство «КоЛибри»);Джош Симс; Книга Джоша Симса – рассказ о предметах одежды и обуви, появившихся в дамском гардеробе в разные эпохи – от Античности до наших дней. Плащи тренчкоты и туфельки на шпильке, брюки капри и изящные сумки, шелковые платки каре и маленькое черное платье... Эти вещи стали культовыми благодаря носившим их знаменитостям. Без них невозможно представить облик современной женщины. Издание проиллюстрировано 245 великолепными цветными и чернобелыми фотографиями, многие из которых уникальны.;http://inostrankabooks.ru/ru/book/22638/
Воспоминания 1921-1971. Так сложилась жизнь;http://inostrankabooks.ru/img/book/w240/978-5-389-10322-1.jpg;Персона (Издательство «КоЛибри»);Андрей Сахаров; Андрей Дмитриевич Сахаров (1921 – 1989) – выдающийся советский физик, лауреат Нобелевской премии мира за 1975 год, человек удивительной судьбы, диссидент и общественный деятель. Его воспоминания – бесценный документ эпохи, в описании которой автор сумел сохранить абсолютную интеллектуальную честность и смелость. Несмотря на многочисленные препятствия, книга увидела свет (впервые на Западе в 1990 году), сразу же завоевав мировую известность и заняв почетное место в золотом фонде мемуаристики ХХ века.В настоящий том вошли воспоминания Андрея Дмитриевича Сахарова вплоть до 1971 года, а также, помимо подробного комментария, вступительная статья Елены Георгиевны Боннер «Воспоминания о "Воспоминаниях"», в которой рассказано о мытарствах, выпавших на долю автора в процессе создания этих текстов.;http://inostrankabooks.ru/ru/book/24879/
Голодный дом;http://inostrankabooks.ru/img/book/w240/978-5-389-11620-7.jpg;Большой роман (Издательство «Иностранка»);Дэвид Стивен Митчелл; Впервые на русском — новейший роман прославленного Дэвида Митчелла, дважды финалиста Букеровской премии, автора таких интеллектуальных бестселлеров, как «Сон №9», «Облачный атлас» (недавно экранизированный Томом Тыквером и братьями Вачовски) и многих других. Стивен Кинг назвал «Голодный дом» «редкостной, великолепной вещью», а Энтони Дорр — «“Дракулой” нового тысячелетия».Начало «Голодному дому» положила история, которую Митчелл начал публиковать в своем Твиттере в канун Хеллоуина, история, примыкающая к его прошлому роману — «Костяные часы» («Простые смертные»). Итак, добро пожаловать в проулок Слейд. Его не так-то легко отыскать в лабиринте улочек лондонской окраины. Найдите в стене маленькую черную железную дверь. Ни ручки, ни замочной скважины, но дотроньтесь до двери — и она откроется. Вас встретит залитый солнцем старый сад и внушительный особняк — слишком роскошный для этого района, слишком большой для этого квартала. Вас пригласят зайти, и вы не сможете отказаться… ;http://inostrankabooks.ru/ru/book/26398/
Тень евнуха;http://inostrankabooks.ru/img/book/w240/978-5-389-10856-1.jpg;Большой роман (Издательство «Иностранка»);Жауме Кабре; Роман выдающегося каталонского писателя Жауме Кабре «Тень евнуха» — смешная и грустная история сентиментального и влюбчивого любителя искусства, отпрыска древнего рода Женсана, который в поисках Пути, Истины и Жизни посвятил свои студенческие годы вооруженной борьбе за справедливость. «Тень евнуха» — роман, пронизанный литературными и музыкальными аллюзиями. Как и Скрипичный концерт Альбана Берга, структуру которого он зеркально повторяет, книга представляет собой своеобразный «двойной реквием». Он посвящен «памяти ангела», Терезы, и звучит как реквием главного героя, Микеля Женсаны, по самому себе. Рассказ звучит как предсмертная исповедь. Герой оказался в доме, где прошли его детские годы (по жестокой воле случая родовое гнездо превратилось в модный ресторан). Подобно концерту Берга, роман повествует о судьбах всех любимых и потерянных существ, связанных с домом Женсана. ;http://inostrankabooks.ru/ru/book/26856/
Рассказы о Анне Ахматовой;http://inostrankabooks.ru/img/book/w240/978-5-389-11857-7.jpg;Персона (Издательство «КоЛибри»);Анатолий Найман; Анатолий Генрихович Найман познакомился с Анной Ахматовой в 1959 году. Его «Рассказы о Анне Ахматовой» по сей день остаются лучшей книгой о великой поэтессе, несмотря на многочисленные биографии, создаваемые по всему миру. Ахматова предстает на этих страницах живой, близкой, очень женственной, понятной и, в то же время, загадочной, далекой, недостижимой… «Она притягивала к себе не только своими стихами, не только умом, знаниями, памятью, но и подлинностью судьбы. В первую очередь подлинностью судьбы». Это книга о подлинной судьбе подлинного поэта, написанная также поэтом, способным, по словам Бродского «постичь первенство стихов над биографией». ;http://inostrankabooks.ru/ru/book/25928/
Прически. От античности до наших дней;http://inostrankabooks.ru/img/book/w240/978-5-389-06111-8.jpg;Век моды (Издательство «КоЛибри»);Шарлотта Филл; Прически отражают нашу личность. Искусство их создания – оригинальная культурная концепция, составляющие которой –творческая индивидуальность, персональная самоидентификация, политические взгляды и социально-экономический статус.На протяжении веков прическа была неотъемлемой частью жизни женщины и, украшая ее образ, расширяла само понятие женственности. Как заметил Мартин Лютер, «волосы – богатейшее украшение женщины». Удивительная история этого украшения представлена на страницах нашей книги.;http://inostrankabooks.ru/ru/book/19791/
Мои странные мысли;http://inostrankabooks.ru/img/book/w240/978-5-389-08962-4.jpg;Большой роман (Издательство «Иностранка»);Орхан Памук;Купить электронную книгу:&nbsp,&nbsp, Орхан Памук — известный турецкий писатель, обладатель многочисленных национальных и международных премий, в числе которых Нобелевская премия по литературе за «поиск души своего меланхолического города». Новый роман Памука «Мои странные мысли», над которым он работал последние шесть лет, возможно, самый «стамбульский» из всех. Его действие охватывает более сорока лет — с 1969 по 2012 год. Главный герой Мевлют работает на улицах Стамбула, наблюдая, как улицы наполняются новыми людьми, город обретает и теряет новые и старые здания, из Анатолии приезжают на заработки бедняки. На его глазах совершаются перевороты, власти сменяют друг друга, а Мевлют все бродит по улицам, зимними вечерами задаваясь вопросом, что же отличает его от других людей, почему его посещают странные мысли обо всем на свете и кто же на самом деле его возлюбленная, которой он пишет письма последние три года.Впервые на русском!;http://inostrankabooks.ru/ru/book/24635/
Сколько стоит человек;http://inostrankabooks.ru/img/book/w240/978-5-389-10786-1.jpg;Персона (Издательство «КоЛибри»);Ефросиния Керсновская; Воспоминания Евфросинии Керсновской (1907–1994) «Сколько стоит человек» –  одна из самых удивительных мемуарных книг XX века.  Это почти невероятная история  о поединке с тоталитарным государством и о том, что из этого поединка можно выйти победителем.  На долю Керсновской выпало 20 лет ссылок, тюрем, лагерей, но лишения и тяжкие испытания ее не сломили. В книге повествуется о силе и бессилии, о страданиях и унижениях, об отчаянии, о смерти и крови. Но закрываешь ее с ощущением света и веры в то, что человек во всех обстоятельствах может оставаться человеком – и «ни единой долькой не отступаться от лица, но быть живым, живым и только, живым и только до конца». Издание содержит цветную вклейку с 32 авторскими рисунками, созданными как иллюстрации к книге воспоминаний, а также статью «Об авторе», в которой рассказывается о судьбе Керсновской и истории написания книги.;http://inostrankabooks.ru/ru/book/25814/
Моя жизнь. Моя вера;http://inostrankabooks.ru/img/book/w240/978-5-389-09689-9.jpg;Персона (Издательство «КоЛибри»);Махатма Ганди; Мохандас Ганди происходил из довольно зажиточной семьи, принадлежащей касте торговцев «бания». А после его смерти осталась пара сандалий, очки да посох. Самый знаменитый индиец, всю жизнь посвятивший самоограничению и служению обществу, применивший ненасильственное сопротивление как средство борьбы и неустанно выступавший против насилия и религиозных распрей, получил титул Махатма – «Великая душа». "Моя жизнь" Махатмы Ганди - автобиография великого мудреца и опытного, но чистого сердцем политика, история освобождения Индии и рассказ о духовных исканиях самого Ганди. В книгу вошли также трактаты «Моя вера» и «Ключ к здоровью» (впервые на русском), в которых Ганди делится своим мировоззрением, рассуждает о существующих в мире религиях, а также о вегетарианстве и нравственном образе жизни.;http://inostrankabooks.ru/ru/book/24982/
Альфред Хичкок;http://inostrankabooks.ru/img/book/w240/978-5-389-11003-8.jpg;Персона (Издательство «КоЛибри»);Питер Акройд;Купить электронную книгу:&nbsp,&nbsp, В истории мирового кинематографа с именем Альфреда Хичкока — режиссера, продюсера, сценариста — неразрывно связан жанр триллера и понятие саспенса. Закомплексованный толстяк обладал волшебным даром, позволявшим ему обращать вечно терзавшие его страхи на пользу творчеству: Хичкок мастерски создавал в своих фильмах атмосферу тревожной неопределенности и напряженного ожидания. Странный, склонный к жестоким розыгрышам человек, в молодости испытавший влияние немецкого и русского кино, не боялся экспериментировать, и постоянно использовал новаторские, а порой и шокирующие приемы. Ровесник кинематографа, он рос вместе с ним, создавая и развивая новые жанры, от комедийного триллера до фильма ужасов и тончайшего психологического детектива. Ему довелось работать с самыми звездными актерами Голливуда, такими как Ингрид Бергман, Кэри Грант, Джеймс Стюарт, Грейс Келли. Фильмы Хичкока стали классикой мирового кинематографа, он удостоен звезды на голливудской Аллее славы, почетной награды Американского института кино, ордена Британской империи.;http://inostrankabooks.ru/ru/book/25828/
Вся жизнь перед глазами;http://inostrankabooks.ru/img/book/w240/978-5-389-01455-8.jpg;Отдельные проекты (Издательство «Иностранка»);Лора Касишке; Парень-психопат устраивает бойню в школе. Он предлагает двум своим одноклассницам, Диане и Морин, самим выбрать, которую из них ему застрелить. И одна из девушек произносит роковые слова, прося убить не ее, а подругу… Диана становится взрослой, у нее прекрасный дом, замечательный муж, любимая дочь, и жизнь ее течет размеренно. Но реальна ли эта жизнь или она — всего лишь легкое облачко мечты, промелькнувшее перед мысленным взором?2011-08-12Он убьет только одну из них, но они сами должны решить, которая умрет.	2011-08-12Из чего только сделаны девочки? Этому вопросу посвящена не только половина известной песенки, но и ряд литературных произведений разной степени серьезности. Роман Лоры Касишке "Вся жизнь перед глазами" вопрос не просто исследует, а препарирует, возможно, даже - расчленяет.	2011-05-13Американку Лору Касишке наши читательницы знают по эротическому роману "Будь моей", переведенному на русский в 2009-м. Это трагическая, нежная и жесткая книга о любви 40-летней учительницы из Мичигана, в душе которой проснулась запоздалая страсть, а также о том, как часто мы ошибаемся насчет других людей, за что иногда приходится дорого платить.	2011-01-31Парень-психопат устраивает бойню в школе. Он предлагает двум своим одноклассницам, Диане и Морин, самим выбрать, которую из них ему застрелить. И одна из девушек произносит роковые слова, прося убить не ее, а подругу... Диана становится взрослой, у нее прекрасный дом, замечательный муж, любимая дочь, и жизнь ее течет размеренно. Но реальна ли эта жизнь или она — всего лишь легкое облачко мечты, промелькнувшее перед мысленным взором? 	2011-01-05Две подружки - брюнетка Морин и блондинка Диана - находились в туалете, когда в школе началась пальба. За день до этого их одноклассник Майкл Патрик пообещал, что принесет пистолет и всех убьет. 	;http://inostrankabooks.ru/ru/book/12363/
Нагишом;http://inostrankabooks.ru/img/book/w240/978-5-389-01524-1.jpg;Отдельные проекты (Издательство «Иностранка»);Дэвид Седарис; Дэвид Седарис (р. 1956) явно стоит особняком среди авторов современных бестселлеров в категории «Художественная литература». Писателем Дэвид Седарис стал в сорок лет, но его дебют в жанре юмористической прозы быстро принес ему успех. В 2001 году. журнал «Тайм» признал Седариса юмористом года, а в 2004 г. Его книга «Одень свою семью в вельвет и коттон» поднялась на первую строчку списка «Нью-Йорк таймс». Сборник «Нагишом» состоит из семнадцати историй, героями которых являются члены семьи автора. Умение подметить необычное и смешное в заурядных на первый взгляд ситуациях делает литературную манеру Седариса неповторимой.2011-08-12Как папа все детство запугивал сына россказнями о людях, которые по неосторожности или глупости лишились руки, глаза, ноги или способности ходить.	2011-06-06Среди пишущих о проблемах современной цивилизации - кризисе семьи, утрате гуманистических ценностей, стирании личности в потребительском обществе - Седарис выделяется лирической достоверностью повествования. Она берет начало в автобиографии, подаренной им герою: в греко-американской семье, шумном от домашней ругани детстве. И в одном определении: "Историю моей жизни можно суммировать одним словом: почти".	2011-05-19Седариса так часто сравнивают со Стивеном Фраем, что это стало общим местом. Ну да, гей с прекрасным чувством юмора, пишет о своей семье, не жалеет никого, и в первую очередь себя, язвителен и очень наблюдателен. Кроме того, не чужд артистизма – был постоянным участником культового чикагского радио-шоу This American Life, делал собственные программы в радиоэфире (за что получил ни много ни мало премию "Грэмми" в профильной номинации).	2011-05-01В политкорректной стране иронизировать над перверсиями можно лишь под прикрытием абсурда – что и делает «юморист года» в США Дэвид Седарис.	2011-04-18В 2001 году журнал «Тайм» признал только что появившегося автора юмористом года. 	2011-04-15Американский писатель-юморист греческого происхождения Дэвид Седарис необычайно востребован во многих жанрах: он и комедиограф, и сценарист, и радиоведущий, и даже дважды номинировался на музыкальную премию "Грэмми" за аудио-альбомы, для которых лично начитал свои эссе. Не так давно у нас перевели его книгу "Одень свою семью в вельвет и коттон", занявшую в 2004-м первую строчку в списке бестселлеров "Нью-Йорк тайме".	2011-04-08Притом что из семи сборников рассказов Дэвида Седариса пять попадали в список бестселлеров The New York Times, он все равно прежде всего колумнист The New Yorker. 	2011-04-01Предыдущая кошка Седарисов покончила жизнь самоубийством под колесами автомобиля, когда дети заставили ее в гостях есть «превосходную грудинку». 	2011-02-1554-летний американец Седарис — звезда общенационального масштаба, знаменитый комик, хохмящий на страницах бестселлеров и по радио в качестве телеведущего. Ровно десять лет назад Time назвал его юмористом года, в 2004-м книга Седариса «Одень свою семью в вельвет и коттон» возглавила список New York Times. Три года назад она вышла по-русски. «Нагишом» в оригинале появилась раньше «Семьи» — в 1997-м.	2011-02-04Дэвид Седарис (р. 1956) явно стоит особняком среди авторов современных бестселлеров в категории «Художественная литература». Писателем Дэвид Седарис стал в сорок лет, но его дебют в жанре юмористической прозы быстро принес ему успех. В 2001 году. журнал «Тайм» признал Седариса юмористом года, а в 2004 г. Его книга «Одень свою семью в вельвет и коттон» поднялась на первую строчку списка «Нью-Йорк таймс». Сборник «Нагишом» состоит из семнадцати историй, героями которых являются члены семьи автора. Умение подметить необычное и смешное в заурядных на первый взгляд ситуациях делает литературную манеру Седариса неповторимой. 	2011-02-04Седарис - американский юморист, писатель и радиоведущий - почти такая же звезда в Америке, как Фрай в Англии, три года назад мы умудрились пропустить переведенный на русский его опус магнум - "Одень свою семью в вельвет и кот-тон", было бы непростительно не исправить эту ошибку с выходом "Naked" - более раннего (1997) его сборника рассказов.	2011-02-02Вероятно, американский юморист-затейник легко мог бы подружиться с Е. Гришковцом - он так же весело, живо и остроумно рассказывает о самых заурядных бытовых происшествиях, копается в воспоминаниях, роется в содержимом семейных альбомов.	;http://inostrankabooks.ru/ru/book/126/
